Race Category,Distance,Elevation Gain,Mean Finish Time,Winning Time,N Participants,Year,Country,distance_std,elevation_std
100K,106.3,3790,18.0845,11.0169,139,2016,SK,1.1356175293493593,0.6819103630798482
100K,106.6,3800,18.4851,10.5833,126,2017,SK,1.1430213547493702,0.6872722593617875
100K,106.4,3400,18.0605,11.9881,213,2018,SK,1.138085471149363,0.47279640808421497
100K,106.4,3410,17.2577,10.0031,202,2019,SK,1.138085471149363,0.4781583043661543
100K,106.5,3810,17.7197,9.8994,139,2020,SK,1.1405534129493666,0.6926341556437269
100K,106.2,3600,18.289,10.9528,237,2021,SK,1.1331495875493558,0.5800343337230013
20K,20.8,1070,4.5084,2.6814,91,2018,CN,-0.9744727096537421,-0.7765254256076451
50K,30.9,2690,5.2008,3.9892,49,2018,AT,-0.7252105878533757,0.09210177206652372
50K,30.8,2460,4.6917,3.1514,98,2019,AT,-0.7276785296533793,-0.0312218424180805
50K,32.6,2720,5.5618,3.6581,83,2021,AT,-0.683255577253314,0.10818746091234166
50K,32.2,2680,5.5729,3.5192,162,2022,AT,-0.6931273444533285,0.0867398757845844
50K,34.9,2920,5.9941,3.6625,185,2023,AT,-0.6264929158532306,0.21542538655112792
100K,70.6,3570,14.5801,12.0603,116,2018,CN,0.2545623067480643,0.5639486448771833
100K,70.0,3618,11.9881,9.3853,78,2019,CN,0.23975465594804268,0.589685747030492
20K,26.0,1040,6.2014,3.6675,177,2018,CN,-0.8461397360535534,-0.792611114453463
50K,50.4,1810,11.6581,6.9756,160,2018,CN,-0.24396193685266834,-0.37974510074413587
100M,161.0,4300,27.3964,17.2667,42,2014,US,2.4855816939513438,0.9553670734587533
100M,156.7,4760,26.7283,16.9306,21,2015,US,2.3794601965511872,1.2020143024279617
100M,156.7,4760,26.1425,19.2831,26,2016,US,2.3794601965511872,1.2020143024279617
100M,156.7,4760,26.4733,17.5461,43,2017,US,2.3794601965511872,1.2020143024279617
100M,158.4,4510,25.637,16.5408,58,2018,US,2.4214152071512496,1.0679668953794788
100M,158.6,4450,25.645,16.8875,83,2019,US,2.4263510907512567,1.0357955176878428
100M,158.6,4450,26.365,18.1519,71,2021,US,2.4263510907512567,1.0357955176878428
100M,158.4,4450,27.472,17.8194,61,2022,US,2.4214152071512496,1.0357955176878428
100M,158.4,4450,26.7555,15.7361,65,2023,US,2.4214152071512496,1.0357955176878428
50K,50.2,1810,12.181,9.0281,50,2018,CN,-0.2488978204526755,-0.37974510074413587
20K,25.0,960,3.2059,1.8925,389,2018,PT,-0.8708191540535897,-0.8355062847089776
100M,136.8,7790,37.4089,20.7603,325,2018,OM,1.888339778350466,2.826668875855574
100M,128.7,7480,34.7519,18.3128,253,2019,OM,1.6884364925501718,2.660450091115455
50K,36.4,2290,7.0066,4.3508,181,2018,FR,-0.5894737888531761,-0.12237407921104883
50K,50.0,2300,7.986,5.2258,55,2017,US,-0.2538337040526828,-0.11701218292910952
50K,50.0,2240,7.8648,4.7925,51,2018,US,-0.2538337040526828,-0.1491835606207454
50K,50.0,2240,7.8635,5.5722,55,2019,US,-0.2538337040526828,-0.1491835606207454
50K,50.0,2500,8.2977,5.1186,45,2021,US,-0.2538337040526828,-0.009774257290323244
50K,50.0,2500,8.492,5.4397,30,2022,US,-0.2538337040526828,-0.009774257290323244
50K,50.0,2500,8.2706,4.7567,62,2023,US,-0.2538337040526828,-0.009774257290323244
50K,50.0,1400,6.4522,4.2211,28,2017,US,-0.2538337040526828,-0.5995828483036477
100K,99.5,5780,19.1377,14.6914,32,2018,EC,0.9677974869491127,1.7489277231857716
50K,54.8,3540,10.8488,7.9394,62,2018,JP,-0.13537249765250878,0.5478629560313654
20K,33.0,1490,4.0828,2.8419,288,2018,ES,-0.6733838100532995,-0.551325781766194
20K,32.9,1480,4.3741,2.8375,351,2019,ES,-0.6758517518533032,-0.5566876780481332
20K,22.3,1480,4.118,3.5764,14,2018,CN,-0.9374535826536877,-0.5566876780481332
50K,30.0,2300,4.7759,3.8817,14,2018,FR,-0.7474220640534083,-0.11701218292910952
50K,54.0,1810,10.5333,5.3811,317,2018,CN,-0.1551160320525377,-0.37974510074413587
20K,26.0,1480,3.4809,2.2225,215,2017,FR,-0.8461397360535534,-0.5566876780481332
20K,25.6,1030,3.0743,1.9658,333,2018,FR,-0.8560115032535679,-0.7979730107354024
20K,25.2,1130,3.3863,1.9831,329,2019,FR,-0.8658832704535824,-0.7443540479160092
100K,95.6,3090,17.9395,10.1944,218,2018,CN,0.8715477567489711,0.3065776233440963
100K,95.1,3090,18.0968,10.0867,102,2019,CN,0.859208047748953,0.3065776233440963
20K,37.9,1110,7.6703,3.6894,380,2017,TH,-0.5524546618531218,-0.7550778404798878
20K,37.9,1110,7.5711,3.4825,298,2018,TH,-0.5524546618531218,-0.7550778404798878
20K,37.9,1140,7.4201,3.4853,388,2019,TH,-0.5524546618531218,-0.73899215163407
20K,37.9,1050,7.191,4.2078,130,2020,TH,-0.5524546618531218,-0.7872492181715237
50K,66.1,2740,16.9826,9.5653,175,2017,TH,0.14350492574790105,0.11891125347622028
50K,66.1,2740,15.408,9.2842,151,2018,TH,0.14350492574790105,0.11891125347622028
50K,66.2,2740,15.1958,8.8653,169,2019,TH,0.1459728675479049,0.11891125347622028
50K,68.3,2700,15.2026,9.5225,70,2020,TH,0.19779964534798095,0.09746366834846303
100M,121.9,5210,32.3524,14.5853,60,2017,TH,1.5206164501499255,1.4432996351152307
100M,121.9,5230,31.6457,17.515,49,2018,TH,1.5206164501499255,1.4540234276791093
100M,122.1,5260,31.5083,15.1761,93,2019,TH,1.5255523337499324,1.4701091165249274
100M,124.1,5230,31.7623,21.2406,29,2020,TH,1.574911169750005,1.4540234276791093
100M,232.7,10810,53.2695,37.0931,9,2018,TH,4.255095964553944,4.445961553001247
100M,231.3,9090,53.8495,38.2514,47,2019,TH,4.220544779353894,3.5237153925076847
100M,229.1,9250,55.9624,36.3356,37,2020,TH,4.166250059753814,3.6095057330187137
100K,82.3,2120,11.5719,8.8311,24,2018,HU,0.5433114973484888,-0.21352631600401717
20K,22.7,790,3.2196,1.9333,123,2018,CL,-0.927581815453673,-0.9266585215019458
20K,23.7,1000,2.8136,2.0669,119,2019,CL,-0.9029023974536368,-0.8140586995812203
20K,31.3,1360,4.1923,2.9053,79,2018,CL,-0.7153388206533612,-0.621030433431405
20K,25.1,740,2.5662,2.0494,80,2019,CL,-0.868351212253586,-0.9534680029116425
20K,16.5,1080,2.5845,1.8169,56,2018,ES,-1.080594207053898,-0.7711635293257058
50K,60.9,3360,11.4271,7.85,14,2018,EC,0.015171952147712539,0.45134882295645773
50K,80.2,1170,15.2485,9.4689,72,2018,MY,0.4914847195484127,-0.722906462788252
20K,24.2,770,3.1299,1.8067,482,2018,PL,-0.8905626884536186,-0.9373823140658245
20K,24.2,780,3.1573,1.8153,412,2019,PL,-0.8905626884536186,-0.9320204177838852
20K,24.7,910,3.1778,1.8461,324,2020,PL,-0.8782229794536005,-0.8623157661186741
20K,24.0,1030,3.3056,1.9453,406,2021,PL,-0.8954985720536259,-0.7979730107354024
20K,24.0,1030,3.3042,1.8906,275,2022,PL,-0.8954985720536259,-0.7979730107354024
50K,30.5,2160,3.9593,3.3056,13,2017,FR,-0.7350823550533901,-0.1920787308762599
50K,30.6,2147,4.0949,3.19,19,2018,FR,-0.7326144132533865,-0.199049196042781
50K,30.3,2110,4.4041,3.2197,44,2019,FR,-0.7400182386533974,-0.21888821228595648
20K,28.2,2070,4.0826,3.0775,41,2020,FR,-0.7918450164534735,-0.24033579741371372
20K,28.2,2070,4.1885,3.1097,36,2021,FR,-0.7918450164534735,-0.24033579741371372
20K,28.2,2070,4.1371,2.8117,46,2022,FR,-0.7918450164534735,-0.24033579741371372
20K,28.2,2080,4.0091,2.7436,35,2023,FR,-0.7918450164534735,-0.2349739011317744
50K,50.0,1930,6.4019,4.1803,55,2015,US,-0.2538337040526828,-0.31540234536086414
50K,51.1,2005,6.7417,5.1311,40,2018,US,-0.2266863442526429,-0.27518812324631925
50K,51.1,2005,7.0331,4.9411,48,2019,US,-0.2266863442526429,-0.27518812324631925
50K,51.1,2005,6.8069,4.3831,35,2020,US,-0.2266863442526429,-0.27518812324631925
50K,59.5,2130,12.0949,7.6667,146,2018,CN,-0.01937923305233821,-0.20816441972207786
50K,59.3,2130,10.9313,7.7239,60,2019,CN,-0.024315116652345536,-0.20816441972207786
50K,43.2,1880,7.391,4.2944,77,2018,HK,-0.4216537464529294,-0.34221182677056067
50K,43.3,1880,7.1054,4.7703,45,2019,HK,-0.41918580465292593,-0.34221182677056067
50K,62.7,1570,7.5228,4.8925,151,2019,AR,0.05959490454777794,-0.5084306115106794
50K,63.0,1560,7.2633,4.7636,191,2020,AR,0.06699872994778876,-0.5137925077926188
50K,43.2,1880,7.4336,5.3256,22,2018,HK,-0.4216537464529294,-0.34221182677056067
50K,43.3,1880,7.104,5.2667,16,2019,HK,-0.41918580465292593,-0.34221182677056067
50K,29.0,2200,8.2181,6.0833,24,2018,LA,-0.7721014820534445,-0.17063114574850266
50K,29.1,2140,8.988,5.4197,45,2019,LA,-0.7696335402534409,-0.20280252344013855
100K,99.3,4670,22.3766,13.8433,147,2018,HK,0.9628616033491054,1.1537572358905077
100K,99.6,4680,24.5564,14.4014,49,2019,HK,0.9702654287491163,1.1591191321724472
50K,74.3,2489,13.0695,7.4025,542,2014,FR,0.3458761533481986,-0.01567234320045649
50K,60.0,3500,12.0408,7.4033,371,2015,FR,-0.007039524052320073,0.5264153709036081
50K,62.9,1830,12.4393,6.6781,348,2016,FR,0.06453078814778508,-0.36902130818025725
50K,51.3,2880,10.4205,5.7017,628,2017,FR,-0.22175046065263573,0.19397780142337068
50K,65.0,2300,11.1947,5.9408,431,2018,FR,0.1163575659478613,-0.11701218292910952
100K,89.8,3260,17.3128,10.1136,185,2019,FR,0.7284071323487609,0.3977298601370646
50K,71.2,1880,14.9251,7.8842,367,2020,FR,0.2693699575480863,-0.34221182677056067
100K,99.3,4670,21.3035,14.1931,32,2018,HK,0.9628616033491054,1.1537572358905077
100K,99.6,4680,22.8594,21.5931,8,2019,HK,0.9702654287491163,1.1591191321724472
20K,16.7,750,2.1342,1.2844,387,2018,FR,-1.0756583234538908,-0.9481061066297032
50K,40.2,1850,7.6413,3.8944,638,2018,HK,-0.49569200045303824,-0.3582975156163786
50K,43.8,2580,10.6152,5.11,524,2019,HK,-0.4068460956529078,0.03312091296519126
50K,40.2,1860,7.785,4.3008,259,2018,HK,-0.49569200045303824,-0.35293561933443934
50K,43.8,2570,10.6845,5.6869,194,2019,HK,-0.4068460956529078,0.027759016683251952
50K,44.0,2000,6.1962,3.9664,191,2018,FR,-0.40191021205290045,-0.27786907138728895
100K,79.0,2620,12.3674,8.8064,21,2018,BR,0.46186941794836917,0.05456849809294852
50K,51.0,1870,8.2224,4.9053,71,2018,BR,-0.22915428605264654,-0.3475737230525
50K,55.5,3410,16.3244,8.2333,80,2018,UA,-0.11809690505248331,0.4781583043661543
50K,54.2,3160,14.582,7.1,100,2019,UA,-0.1501801484525304,0.34411089731767147
50K,55.2,3160,13.8388,7.55,100,2020,UA,-0.12550073045249413,0.34411089731767147
50K,56.0,3180,12.2312,7.25,46,2023,UA,-0.10575719605246517,0.3548346898815501
50K,51.1,2426,9.2096,5.3792,371,2018,FR,-0.2266863442526429,-0.049452289776674166
50K,52.0,2600,8.5432,5.4156,310,2019,FR,-0.20447486805261028,0.04384470552906989
50K,40.2,3090,6.9666,4.3261,156,2018,FR,-0.49569200045303824,0.3065776233440963
50K,40.1,3040,7.0397,4.2831,198,2019,FR,-0.4981599422530419,0.2797681419343997
50K,39.5,3060,8.0178,4.6878,269,2020,FR,-0.5129675930530637,0.2904919344982783
50K,39.3,3040,5.9975,4.2183,94,2021,FR,-0.517903476653071,0.2797681419343997
50K,40.0,3060,6.9038,4.1836,202,2022,FR,-0.5006278840530456,0.2904919344982783
50K,40.0,2994,7.0625,4.0925,228,2023,FR,-0.5006278840530456,0.25510341903747885
100K,103.5,4870,18.4802,12.1494,278,2018,FR,1.0665151589492579,1.260995161529294
100K,109.1,5050,19.2064,12.8833,428,2019,FR,1.2047198997494608,1.3575092946042018
100K,109.6,5100,19.654,11.9925,157,2021,FR,1.217059608749479,1.3843187760138984
100K,109.6,5100,19.2016,13.7214,139,2022,FR,1.217059608749479,1.3843187760138984
100K,81.5,3780,12.4238,8.3861,169,2023,FR,0.5235679629484599,0.6765484667979089
50K,45.2,2090,6.7589,3.7272,390,2018,FR,-0.37229491045285684,-0.2296120048498351
20K,23.6,920,2.9474,1.8569,401,2018,FR,-0.9053703392536404,-0.8569538698367348
20K,27.1,1130,3.3757,1.9931,576,2019,FR,-0.8189923762535135,-0.7443540479160092
20K,26.3,1160,3.1366,1.9525,347,2021,FR,-0.8387359106535426,-0.7282683590701913
20K,25.0,1100,3.2452,2.0119,379,2022,FR,-0.8708191540535897,-0.7604397367618272
20K,22.6,880,2.7067,1.7139,470,2023,FR,-0.9300497572536767,-0.8784014549644921
50K,45.2,2090,6.4237,4.8053,21,2018,FR,-0.37229491045285684,-0.2296120048498351
50K,43.1,1830,5.7169,3.7906,53,2018,GB,-0.42412168825293306,-0.36902130818025725
50K,42.9,1880,5.7958,3.9783,56,2019,GB,-0.4290575718529404,-0.34221182677056067
100M,162.8,8020,34.5832,20.1267,165,2018,ES,2.530004646351409,2.949992490340178
100M,162.0,7400,32.0583,20.6581,197,2019,ES,2.51026111195138,2.617554920859941
100M,168.0,8290,32.2923,21.1122,146,2021,ES,2.6583376199515976,3.0947636899525395
20K,22.5,500,3.2592,1.8906,199,2018,EC,-0.9325176990536803,-1.082153513678186
50K,46.5,1980,9.9577,7.1228,68,2018,CN,-0.34021166705280975,-0.28859286395116757
50K,50.1,3500,9.721,5.7414,126,2017,FR,-0.25136576225267915,0.5264153709036081
50K,45.1,1710,5.699,3.7714,105,2018,AT,-0.37476285225286055,-0.433364063563529
50K,45.1,1710,5.2993,3.5031,174,2019,AT,-0.37476285225286055,-0.433364063563529
20K,27.5,1460,6.3789,3.5333,58,2018,PE,-0.809120609053499,-0.5674114706120119
20K,31.5,1570,6.5864,3.3833,40,2018,PE,-0.7104029370533539,-0.5084306115106794
50K,41.7,2170,8.7608,5.9667,22,2018,PE,-0.4586728734529838,-0.1867168345943206
50K,69.2,3630,14.3428,8.2833,15,2018,PE,0.22001112154801372,0.5961200225688192
100K,80.4,2590,10.5308,6.7669,28,2016,US,0.49642060314842007,0.03848280924713058
100K,80.4,2590,10.5153,7.8869,27,2017,US,0.49642060314842007,0.03848280924713058
50K,51.8,4280,13.4101,9.7336,30,2018,TW,-0.2094107516526176,0.9446432808948746
100K,74.6,5150,22.4874,15.2356,37,2019,TW,0.3532799787482094,1.4111282574235948
100K,75.8,4730,21.0666,13.3067,35,2020,TW,0.382895280348253,1.1859286135821436
100K,76.0,5489,20.1036,16.2606,14,2022,TW,0.38783116394826034,1.5928965413813376
100K,76.0,5489,19.9204,14.5408,13,2023,TW,0.38783116394826034,1.5928965413813376
20K,16.0,1440,4.3394,3.7367,2,2018,TW,-1.0929339160539162,-0.5781352631758905
20K,26.9,1360,4.2989,3.0867,57,2018,BR,-0.8239282598535208,-0.621030433431405
100K,119.3,2530,20.2776,18.5039,8,2018,IT,1.456449963349831,0.006311431555494696
100K,118.5,2850,20.6643,18.2772,8,2019,IT,1.436706428949802,0.17789211257755275
50K,52.6,3520,9.1931,5.9419,195,2018,FR,-0.18966721725258848,0.5371391634674868
50K,53.5,3580,8.8482,5.8892,242,2019,FR,-0.16745574105255587,0.5693105411591226
50K,32.6,3110,6.5458,4.2767,180,2018,ES,-0.683255577253314,0.3173014159079749
50K,34.1,2670,5.847,3.6347,219,2019,ES,-0.6462364502532596,0.08137797950264508
50K,32.0,3227,6.7122,4.5939,197,2022,ES,-0.6980632280533358,0.38003560240666484
20K,21.4,710,3.6645,2.1689,85,2018,BR,-0.9596650588537203,-0.9695536917574604
20K,22.4,780,4.137,2.3367,153,2019,BR,-0.9349856408536841,-0.9320204177838852
50K,41.9,1260,6.3627,4.7567,43,2018,BR,-0.45373698985297667,-0.6746493962507981
50K,42.0,1550,6.8414,4.4725,35,2019,BR,-0.451269048052973,-0.519154404074558
100K,84.1,4840,17.3196,12.9667,30,2018,GR,0.587734449748554,1.2449094726834762
100K,88.0,4680,18.199,12.5833,57,2019,GR,0.6839841799486956,1.1591191321724472
100K,97.0,5490,22.4333,15.6667,49,2021,GR,0.9060989419490221,1.5934327310095315
100K,97.1,2290,23.304,15.9503,35,2022,GR,0.9085668837490256,-0.12237407921104883
50K,50.3,2820,14.1811,10.25,14,2018,LA,-0.24642987865267202,0.1618064237317348
50K,50.4,2780,18.096,11.6917,13,2019,LA,-0.24396193685266834,0.14035883860397755
100K,83.2,4900,26.0867,17.75,10,2018,LA,0.5655229735485215,1.277080850375112
100K,83.5,4880,26.1683,15.6697,11,2019,LA,0.5729267989485324,1.2663570578112333
100M,250.5,11640,65.9474,49.35,38,2019,GR,4.69438960495459,4.8909989444022095
100M,253.0,11100,60.4101,43.5167,72,2021,GR,4.756088149954681,4.601456545177487
100M,147.6,5635,32.7086,20.1519,209,2014,ES,2.1548774927508574,1.6711802270976517
100M,150.0,6468,31.9138,20.4478,272,2015,ES,2.2141080959509445,2.1178261873831965
100M,149.9,5451,32.2029,20.2533,251,2016,ES,2.211640154150941,1.5725213355099683
100M,163.4,6640,35.8324,23.2883,131,2017,ES,2.544812297151431,2.210050803432553
100M,137.5,6020,24.8113,15.4389,195,2018,ES,1.9056153709504913,1.8776132339523153
100M,164.0,6720,33.1455,20.8275,255,2019,ES,2.5596199479514525,2.2529459736880675
100M,161.1,6170,31.1684,19.3494,201,2020,ES,2.4880496357513473,1.958041678181405
100M,157.3,5920,31.4011,19.4531,235,2022,ES,2.39426784735121,1.823994271132922
100M,157.3,5920,31.2314,19.5353,224,2023,ES,2.39426784735121,1.823994271132922
100M,160.4,5970,31.5686,19.2883,160,2024,ES,2.470774043151322,1.8508037525426186
50K,41.2,1910,10.4,10.4,36,2018,CL,-0.471012582453002,-0.32612613792474276
20K,15.6,1120,1.8655,1.3064,51,2018,ES,-1.1028056832539306,-0.7497159441979485
20K,21.1,860,2.407,1.6081,283,2018,FR,-0.9670688842537312,-0.8891252475283706
20K,21.2,820,2.4311,1.4897,272,2019,FR,-0.9646009424537274,-0.910572832656128
20K,23.4,1100,3.1639,2.0039,218,2021,FR,-0.9103062228536477,-0.7604397367618272
20K,23.4,1100,3.5245,2.2342,360,2022,FR,-0.9103062228536477,-0.7604397367618272
20K,25.0,1200,3.6549,2.1694,384,2023,FR,-0.8708191540535897,-0.706820773942434
50K,34.6,1780,4.9081,3.0864,225,2018,FR,-0.6338967412532414,-0.3958307895899538
50K,34.5,1790,4.9016,3.2839,267,2019,FR,-0.6363646830532451,-0.39046889330801454
50K,34.6,1780,4.7406,3.1575,123,2021,FR,-0.6338967412532414,-0.3958307895899538
50K,38.0,1990,5.3501,3.5122,261,2022,FR,-0.5499867200531181,-0.28323096766922823
50K,42.0,2350,6.101,3.805,344,2023,FR,-0.451269048052973,-0.09020270151941295
50K,47.3,2750,7.3669,4.9672,166,2014,IT,-0.32046813265278085,0.1242731497581596
50K,49.0,3000,8.4613,5.3261,164,2015,IT,-0.2785131220527191,0.25832055680664245
20K,24.5,1560,5.0372,2.79,354,2019,HK,-0.8831588630536078,-0.5137925077926188
20K,27.8,1630,4.7829,2.8344,165,2020,HK,-0.8017167836534882,-0.47625923381904356
20K,24.5,1560,4.9542,3.0333,96,2019,HK,-0.8831588630536078,-0.5137925077926188
20K,27.8,1630,4.8373,3.0781,94,2020,HK,-0.8017167836534882,-0.47625923381904356
50K,39.5,2430,7.188,4.8486,265,2019,HK,-0.5129675930530637,-0.04730753126389844
50K,33.3,1910,5.9209,3.8353,212,2020,HK,-0.6659799846532887,-0.32612613792474276
50K,39.5,2430,6.7751,5.1392,40,2019,HK,-0.5129675930530637,-0.04730753126389844
50K,33.3,1910,6.1399,4.2283,84,2020,HK,-0.6659799846532887,-0.32612613792474276
50K,44.3,2456,6.4186,4.1658,137,2014,IT,-0.3945063866528897,-0.03336660093085622
50K,44.3,2456,6.3183,4.4931,99,2015,IT,-0.3945063866528897,-0.03336660093085622
50K,44.3,2450,6.4793,4.0222,125,2016,IT,-0.3945063866528897,-0.03658373870001981
100K,99.3,5750,27.6717,18.5083,53,2018,CN,0.9628616033491054,1.7328420343399538
100K,100.2,5480,23.2505,14.2989,38,2019,CN,0.9850730795491383,1.5880708347275923
20K,26.2,1830,8.4963,5.4903,74,2018,CN,-0.8412038524535461,-0.36902130818025725
100K,96.5,6050,25.6308,15.9069,43,2019,CN,0.893759232949004,1.8936989227981331
100K,68.8,4020,16.1846,10.0906,39,2018,CN,0.21013935434799907,0.8052339775644525
100K,67.6,4360,17.0347,8.2983,89,2019,CN,0.18052405274795547,0.9875384511503891
100K,99.6,4310,24.0206,13.6539,258,2018,HK,0.9702654287491163,0.9607289697406926
100K,99.7,4440,24.3916,13.9053,236,2019,HK,0.9727333705491201,1.0304336214059036
100K,99.6,4310,24.21,14.9378,172,2018,HK,0.9702654287491163,0.9607289697406926
100K,99.7,4440,26.2169,14.4325,152,2019,HK,0.9727333705491201,1.0304336214059036
100K,101.5,3950,25.281,18.1156,59,2018,PY,1.0171563229491853,0.7677007035908773
50K,49.5,1790,10.8723,6.3461,89,2018,PY,-0.266173413052701,-0.39046889330801454
20K,21.9,663,3.4899,1.9,78,2018,PY,-0.9473253498537022,-0.9947546042825751
20K,21.1,850,4.3094,2.5542,81,2019,PY,-0.9670688842537312,-0.89448714381031
20K,20.9,710,3.6614,1.9783,88,2022,PY,-0.9720047678537385,-0.9695536917574604
50K,52.3,4670,12.5878,7.3131,352,2018,CN,-0.19707104265259945,1.1537572358905077
50K,46.0,3006,8.7314,5.3625,87,2018,AR,-0.35255137605282794,0.261537694575806
50K,49.2,2030,9.2314,6.1744,72,2019,AR,-0.27357723845271176,-0.261783382541471
50K,49.2,2030,9.3639,5.4169,127,2021,AR,-0.27357723845271176,-0.261783382541471
50K,39.0,1998,8.1593,4.31,289,2022,AR,-0.5253073020530818,-0.2789414506436768
20K,32.1,810,3.464,2.335,23,2018,GB,-0.6955952862533321,-0.9159347289380673
20K,32.1,810,7.8951,6.4606,11,2019,GB,-0.6955952862533321,-0.9159347289380673
100K,82.0,3350,11.3863,7.8717,132,2014,US,0.535907671948478,0.4459869266745184
100K,82.0,3400,11.9909,8.2969,43,2015,US,0.535907671948478,0.47279640808421497
100K,82.0,3400,11.2631,7.3408,105,2016,US,0.535907671948478,0.47279640808421497
100K,82.0,3400,11.9763,7.6881,203,2017,US,0.535907671948478,0.47279640808421497
100K,80.5,2910,11.5542,7.6736,142,2018,US,0.49888854494842355,0.2100634902691886
100K,80.3,2980,11.7676,7.8231,153,2019,US,0.49395266134841626,0.2475967642427638
100K,80.9,2990,12.2733,8.9064,37,2020,US,0.5087603121484382,0.2529586605247031
100K,80.9,2990,12.0555,7.975,135,2021,US,0.5087603121484382,0.2529586605247031
100K,82.0,3396,12.3836,7.3975,98,2022,US,0.535907671948478,0.47065164957143923
50K,64.3,1620,12.0,12.0,10,2018,GB,0.09908197334783583,-0.48162113010098284
50K,64.3,1620,9.0801,7.4764,8,2019,GB,0.09908197334783583,-0.48162113010098284
100K,96.5,2430,12.0,12.0,4,2018,GB,0.893759232949004,-0.04730753126389844
100K,96.5,2430,11.543,11.1317,3,2019,GB,0.893759232949004,-0.04730753126389844
50K,69.0,2760,10.4776,8.6661,13,2018,BR,0.2150752379480064,0.1296350460400989
50K,53.1,1200,6.8611,4.0417,74,2017,US,-0.17732750825257032,-0.706820773942434
50K,53.1,1200,6.9371,4.1214,92,2018,US,-0.17732750825257032,-0.706820773942434
50K,53.1,1200,6.8532,4.5733,99,2019,US,-0.17732750825257032,-0.706820773942434
50K,53.1,2100,4.7372,4.7372,1,2021,US,-0.17732750825257032,-0.2242501085678958
20K,32.1,810,4.7088,2.7947,6,2019,GB,-0.6955952862533321,-0.9159347289380673
100M,169.0,9478,39.2944,19.1536,849,2014,JP,2.683017037951634,3.73175696824693
100M,168.9,7180,38.4849,20.6828,564,2015,JP,2.6805490961516303,2.499593202657276
50K,44.2,1500,7.3691,3.7769,1342,2016,JP,-0.39697432845289315,-0.5459638854842546
